11;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=584,218,48,69;Ungler1-05_PT03_116 l 1 b 11; ※
12;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=640,218,56,69;Ungler1-05_PT03_116 l 1 b 12; ※
13;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=709,218,41,69;Ungler1-05_PT03_116 l 1 b 13; ※
14;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=757,218,77,69;Ungler1-05_PT03_116 l 1 b 14; ※
15;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=839,218,68,69;Ungler1-05_PT03_116 l 1 b 15; ※
16;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=925,218,52,69;Ungler1-05_PT03_116 l 1 b 16; ※
17;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=985,218,67,69;Ungler1-05_PT03_116 l 1 b 17; ※
18;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1062,218,36,69;Ungler1-05_PT03_116 l 1 b 18; ※
19;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1111,218,116,69;Ungler1-05_PT03_116 l 1 b 19; ※
20;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1236,218,54,69;Ungler1-05_PT03_116 l 1 b 20; ※
21;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1298,218,50,69;Ungler1-05_PT03_116 l 1 b 21; ※
22;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1351,218,62,69;Ungler1-05_PT03_116 l 1 b 22; ※
23;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1423,218,45,69;Ungler1-05_PT03_116 l 1 b 23; ※
24;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1478,218,40,69;Ungler1-05_PT03_116 l 1 b 24; ※
25;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=34,126,28,71;+Ungler1-05_PT03_116 l 2 b 1;※
26;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=67,126,23,71;+Ungler1-05_PT03_116 l 2 b 2;※
27;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=96,126,30,71;Ungler1-05_PT03_116 l 2 b 3; ※
28;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=131,126,21,71;Ungler1-05_PT03_116 l 2 b 4; ※
29;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=158,126,32,71;Ungler1-05_PT03_116 l 2 b 5; ※
30;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=200,126,30,71;Ungler1-05_PT03_116 l 2 b 6; ※
31;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=241,126,52,71;Ungler1-05_PT03_116 l 2 b 7; ※
32;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=300,126,56,71;+!Ungler1-05_PT03_116 l 2 b 8;※
33;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=360,126,24,71;+Ungler1-05_PT03_116 l 2 b 9;※
34;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=393,126,21,71;Ungler1-05_PT03_116 l 2 b 10; ※
35;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=423,126,39,71;Ungler1-05_PT03_116 l 2 b 11; ※
36;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=469,126,30,71;Ungler1-05_PT03_116 l 2 b 12; ※
37;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=507,126,32,71;Ungler1-05_PT03_116 l 2 b 13; ※
38;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=545,126,32,71;Ungler1-05_PT03_116 l 2 b 14; ※
39;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=587,126,12,71;Ungler1-05_PT03_116 l 2 b 15; ※
40;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=603,126,16,71;Ungler1-05_PT03_116 l 2 b 16; ※
41;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=626,126,14,71;Ungler1-05_PT03_116 l 2 b 17; ※
42;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=647,126,30,71;Ungler1-05_PT03_116 l 2 b 18; ※
43;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=686,126,30,71;Ungler1-05_PT03_116 l 2 b 19; ※
44;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=721,126,12,71;Ungler1-05_PT03_116 l 2 b 20; ※
45;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=737,126,27,71;Ungler1-05_PT03_116 l 2 b 21; ※
46;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=771,126,49,71;Ungler1-05_PT03_116 l 2 b 22; ※
47;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=827,126,43,71;Ungler1-05_PT03_116 l 2 b 23; ※
48;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=875,126,29,71;Ungler1-05_PT03_116 l 2 b 24; ※
49;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=908,126,27,71;Ungler1-05_PT03_116 l 2 b 25; ※
50;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=938,126,27,71;Ungler1-05_PT03_116 l 2 b 26; ※
51;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=972,126,27,71;Ungler1-05_PT03_116 l 2 b 27; ※
52;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1008,126,31,71;Ungler1-05_PT03_116 l 2 b 28; ※
53;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1050,126,34,71;Ungler1-05_PT03_116 l 2 b 29; ※
54;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1086,126,33,71;Ungler1-05_PT03_116 l 2 b 30; ※
55;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1123,126,34,71;Ungler1-05_PT03_116 l 2 b 31; ※
56;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1161,126,43,71;Ungler1-05_PT03_116 l 2 b 32; ※
57;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1209,126,63,71;Ungler1-05_PT03_116 l 2 b 33; ※
58;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1275,126,32,71;Ungler1-05_PT03_116 l 2 b 34; ※
59;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1312,126,32,71;Ungler1-05_PT03_116 l 2 b 35; ※
60;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1350,126,30,71;Ungler1-05_PT03_116 l 2 b 36; ※
61;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1386,126,37,71;Ungler1-05_PT03_116 l 2 b 37; ※
62;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1428,126,44,71;Ungler1-05_PT03_116 l 2 b 38; ※
63;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=1480,126,46,71;Ungler1-05_PT03_116 l 2 b 39; ※
64;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=248,35,54,71;Ungler1-05_PT03_116 l 3 b 1; ※
65;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=309,35,22,71;Ungler1-05_PT03_116 l 3 b 2; ※
66;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=341,35,15,71;Ungler1-05_PT03_116 l 3 b 3; ※
67;file:Ungler1-05_PT03_116.djvu?djvuopts=&page=1&highlight=361,35,31,71;Ungler1-05_PT03_116 l 3 b 4; ※
